model,dataset,label_noise_type,label_noise_rate,feature_missing_type,feature_missing_rate,feature_noise_rate,seed,epochs,lr,weight_decay,hidden_channels,num_layers,dropout,label_max_hops,label_temperature,airgnn_alpha,airgnn_lambda_amp,lp_alpha,goodie_lamb,train,val,test,best_test_at_val,time
MLP,Cornell,uniform,0.0,uniform,0.9,0.0,1000,1000,0.01,0.0005,32,2,0.5,1,0.25,0.0,0.0,0.99,1.0,0.466±0.062,0.443±0.053,0.456±0.049,0.456±0.049,0.16±0.01s
MLP,Cornell,uniform,0.0,uniform,0.9,0.0,1000,1000,0.01,0.0005,64,1,0.5,1,0.25,0.0,0.0,0.99,1.0,0.448±0.039,0.439±0.052,0.458±0.050,0.458±0.050,0.16±0.01s
