model,dataset,label_noise_type,label_noise_rate,feature_missing_type,feature_missing_rate,feature_noise_rate,seed,epochs,lr,weight_decay,hidden_channels,num_layers,dropout,label_max_hops,label_temperature,airgnn_alpha,airgnn_lambda_amp,lp_alpha,goodie_lamb,train,val,test,best_test_at_val,time
GCNmf,Citeseer,uniform,0.0,uniform,0.9,0.0,1000,1000,0.01,0.0005,128,1,0.5,1,0.25,0.0,0.0,0.99,1.0,0.511±0.105,0.439±0.078,0.425±0.079,0.425±0.079,32.34±11.40s
GCNmf,Citeseer,uniform,0.0,uniform,0.9,0.0,1000,1000,0.01,0.0005,128,2,0.5,1,0.25,0.0,0.0,0.99,1.0,0.498±0.076,0.434±0.057,0.438±0.049,0.438±0.049,29.54±11.23s
