model,dataset,label_noise_type,label_noise_rate,feature_missing_type,feature_missing_rate,feature_noise_rate,seed,epochs,lr,weight_decay,hidden_channels,num_layers,dropout,label_max_hops,label_temperature,airgnn_alpha,airgnn_lambda_amp,lp_alpha,goodie_lamb,train,val,test,best_test_at_val,time
MLP,Wisconsin,uniform,0.0,uniform,0.9,0.0,1000,1000,0.01,0.0005,32,2,0.5,1,0.25,0.0,0.0,0.99,1.0,0.492±0.073,0.473±0.055,0.473±0.042,0.473±0.042,0.16±0.01s
MLP,Wisconsin,uniform,0.0,uniform,0.9,0.0,1000,1000,0.01,0.0005,128,1,0.5,1,0.25,0.0,0.0,0.99,1.0,0.498±0.078,0.469±0.053,0.474±0.044,0.474±0.044,0.18±0.06s
