model,dataset,label_noise_type,label_noise_rate,feature_missing_type,feature_missing_rate,feature_noise_rate,seed,epochs,lr,weight_decay,hidden_channels,num_layers,dropout,label_max_hops,label_temperature,airgnn_alpha,airgnn_lambda_amp,lp_alpha,goodie_lamb,train,val,test,best_test_at_val,time
LRGCN,Citeseer,uniform,0.0,uniform,0.0,0.9,1000,1000,0.01,0.0005,64,2,0.5,2,1.0,0.0,0.0,0.99,1.0,0.903±0.035,0.803±0.002,0.707±0.011,0.707±0.011,0.66±0.03s
LRGCN,Citeseer,uniform,0.0,uniform,0.0,0.9,1000,1000,0.01,0.0005,64,2,0.5,2,1.0,0.0,0.0,0.99,1.0,0.873±0.013,0.811±0.008,0.706±0.010,0.706±0.010,0.65±0.03s
